EntrezGeneID,control.1,control.2,control.3,control.4,control.5,case.1,case.2,case.3,case.4,case.5
10,2.840332,2.961529,3.14117,3.000209,3.105509,2.744687,3.105175,2.898894,2.844884,2.96617
100,4.128707,4.427107,4.18285,5.392086,4.6946925,5.0047775,5.209021,5.5474675,4.8856515,5.763047
1000,6.845821,8.1961235,5.568838,5.8339,5.153876,7.129954,6.7055605,5.666397,5.4025975,6.366199
10000,4.330265667,4.943449,3.37637,4.273421,5.148195,4.669255667,4.178147333,3.945790333,3.497507,5.092795667
100008586,3.0841854,3.1607724,3.2388972,2.992744,3.062233,2.9417592,2.9944068,5.405756,3.0282346,3.0773706
10001,5.041448667,4.558348,4.35016,4.995860667,4.345353667,3.983882333,4.473346667,4.319935,4.849456667,5.718568
10002,4.0285425,3.9984545,3.994534,3.3006795,3.976638,3.7718035,3.901942,3.6219325,4.103103,3.42496
10003,3.086628,3.211756,2.857717,2.931535,3.046322,3.130094,2.912013,2.643709,3.143855,2.997204
100033444,5.324875333,4.731039333,4.646446,4.576784,3.991104667,5.301731333,3.384722333,3.614963,4.757844667,5.247885
100033450,5.324875333,4.731039333,4.646446,4.576784,3.991104667,5.301731333,3.384722333,3.614963,4.757844667,5.247885
100033802,5.324875333,4.731039333,4.646446,4.576784,3.991104667,5.301731333,3.384722333,3.614963,4.757844667,5.247885
100033820,5.324875333,4.731039333,4.646446,4.576784,3.991104667,5.301731333,3.384722333,3.614963,4.757844667,5.247885
10004,2.956665,3.131306,3.061392,3.00063,3.211994,3.08467,3.147321,3.325801,3.404109,3.336219
100049076,3.818599,3.503304,4.200472,3.467407,4.7386035,3.3886335,3.82971,3.6164685,3.858829,3.298132
10005,4.993862,6.622092,4.678723,5.765706,5.686635,6.700048,5.995821,6.624247,5.75199,6.164026
10006,6.9955095,7.3788315,6.881094,7.261972,7.8325255,6.7681425,6.764352,7.616125,7.017553,7.098259
10007,7.646808,7.328453,7.574236,7.940422,7.601734,7.984623,7.144748,8.374281,8.416925,8.462963
10009,2.289953,2.492664,2.595339,2.58365,2.48879,2.434132,2.646752,2.896961,2.523562,2.618196
100093631,10.1974815,9.705318,10.103847,9.24112,9.9654955,9.460602,10.0759805,9.818986,9.8248995,9.0459945
100093698,2.775845,2.597494,2.766892,2.579684,2.751716,2.629574,2.791813,2.616864,2.567252,2.618186
1001,7.231601,7.610165,5.704595,6.93498,7.289595,4.753898,5.874941,5.561899,6.716691,6.860158
10010,6.080459667,6.894686,6.580712,6.237268667,6.489608,6.702274,7.057902333,5.679967,6.244145,6.29758
100101116,2.905707,2.911912,3.098093,2.685528,2.997927,3.027138,3.098974,3.060007,2.736674,3.167881
100101117,2.9511755,2.9944355,3.0422395,2.884524,3.0913145,2.9180305,3.1583135,3.094164,3.0632,2.9270295
100101267,7.5499585,6.8911855,7.656843,7.394233,7.111441,7.6407285,8.1113795,7.2920305,8.1132485,7.316187
100101629,3.029543,3.095574,3.106435,3.0512825,3.033637,2.89534,3.0700715,5.6290035,3.011847,3.060458
100113381,7.327004,7.539619,6.742882,7.609618,6.902337,7.733941,7.672685,7.66557,8.346275,8.435884
100124516,10.64094875,10.4788085,10.07466075,10.422757,10.7170455,11.1561365,10.83039425,10.31328925,11.24322275,10.1412545
100124541,8.447599,7.00737,6.027123,7.249431,5.729339,5.700419,5.597162,5.665976,5.216398,6.674136
100126332,6.927604,6.637256,6.6192365,6.793402,6.447653,6.232426,6.349446,6.1475865,7.2933795,6.159309
100126351,6.006948,5.530005333,6.966346,6.344245667,5.727901667,5.597173667,5.993393333,6.094507667,7.349065,5.482691333
100126791,3.374885,3.220631,3.666669,4.172983,3.301866,3.64425,3.691919,3.607353,6.426981,3.164795
100127886,2.716897,2.576698,2.563851,2.684081,2.598825,2.640398,2.50298,2.704561,2.596886,2.450616
100127972,2.925019,2.831325,3.187863,3.285605,3.498071,3.139014,3.210776,2.979103,3.079093,3.082134
100128124,3.395924,3.203967,3.641896,3.626402,3.416972,3.284857,3.841088,3.591451,3.635751,3.276652
100128329,2.673943,2.619899,2.591847,2.610239,2.80979,2.858151,2.789325,2.600187,2.726739,2.780219
100128553,5.861688,4.8410655,5.0743405,5.1261435,6.779745,4.091097,6.7923085,5.1330785,5.943183,4.6552945
100128640,3.376733,3.57719,3.391022,3.314847,3.22256,3.178192,3.094924,3.498478,3.996684,3.561694
100129128,2.794168,2.795747,2.843717,4.883775,6.854341,2.82426,2.729884,2.870528,2.840835,2.905976
100129250,5.504517,5.2050755,4.8171895,4.9634355,4.59777,4.8087,5.179233,5.018272,4.931135,6.0321935
100129271,3.2898525,3.282075,3.1246355,3.208994,3.25095,3.2384515,3.274401,3.3645205,3.5122805,3.1585435
100129361,9.085743,9.013802,8.336047,9.114554,9.627554,8.227804,8.133236,8.749632,8.330669,9.315061
100129405,5.5431,5.428415,5.553372,5.503957,5.860954,5.070541,5.929265,5.269938,5.216745,5.338022
100129460,3.536793,3.23223,3.354857,2.817017,3.037113,2.970328,3.098974,3.163475,3.319496,3.038718
100129482,3.889267,4.371545,4.137895,3.625478,3.854765,3.698715,3.759055,4.048597,4.134131,3.452966
100129503,3.244352,3.159374,3.251032,2.930722,3.253241,3.037328,3.564786,2.9823,2.999568,3.382922
100129518,4.9235005,5.1638635,6.2036745,6.0691365,6.90148525,5.1112565,5.08647375,5.704361,5.6455245,5.33154775
100129528,3.564335,3.80555,3.78109,3.745882,3.704039,3.822325,3.778091,4.2917885,3.812206,3.682889
100129583,4.533605,4.639331,4.701295,5.326538,5.037351,5.251738,5.30054,4.837593,5.544986,4.906091
100129924,6.43683,6.573675,6.420769,6.054981,6.915881,6.606717,7.088457,6.160128,6.055977,6.552028
100129973,2.90252,2.990499,2.81075,2.663531,2.80288,3.14503,2.824946,2.806658,2.806986,3.038416
10013,4.171810333,4.061023333,4.340864,3.856376,3.807430333,3.951781667,4.094635667,4.182981,4.291973,4.105159
100130086,3.256609,3.029805,3.270661,3.154928,3.575868,3.195853,3.700611,3.245064,3.738393,3.370136
100130331,3.19267,2.87931,3.144528,2.903806,3.064087,3.019723,2.908961,2.944089,2.958046,2.976728
100130348,3.540621,3.076649,3.189752,2.763928,3.8725,3.292613,3.356276,3.40673,3.337864,3.122253
100130418,6.606096,5.650228,6.321668,5.24547,6.120578,6.028378,6.151723,6.037573,6.394518,5.152422
100130449,3.048982,3.789255,3.054609,6.402575,2.621204,2.816366,3.390813,3.029821,2.839175,3.063761
100130741,2.811837,2.723109,2.959688,2.942379,2.805237,2.859537,2.967499,3.06037,2.88751,2.995846
100130872,6.45893,7.491441,4.5088,7.210549,4.323231,8.292373,5.446217,6.448082,5.257604,5.28211
100130958,2.972502,2.872712,2.88677,2.656149,2.726093,2.714495,3.00147,2.902704,2.831503,2.753334
100131205,7.6136435,7.8148725,7.097309,7.727187,7.5741965,7.965751,7.16631,7.7580435,7.490911,7.7878305
100131392,2.750469,2.662003,2.652716,2.755846,2.766151,2.74258,2.737413,2.819441,2.78088,2.845837
100131510,3.223295,3.123955,3.185813,3.193701,3.424441,3.302761,3.37871,3.259922,3.292867,3.277928
100131532,3.326753,3.177356,3.410263,2.96339,3.005696,3.108743,3.204594,3.195856,3.149963,3.129015
100131755,3.324439,3.419246,3.538584,3.951552,3.651147,3.358251,3.833004,3.67706,3.740293,3.172834
100131825,2.804321,3.064142,2.650205,2.819162,2.507847,2.707683,2.872368,3.107868,3.018722,2.920773
100131827,2.756684,2.666823,2.860299,2.882084,2.958541,2.751732,3.035491,3.142906,2.766243,2.985511
100132055,3.313158,2.914232,3.110388,3.14332,3.15576,3.25488,3.300806,3.390202,3.284022,3.183222
100132247,5.804950667,4.541982333,5.610093,5.258365,5.714583333,5.563824333,5.683435667,5.024159,5.676746,3.723691333
100132285,2.8179955,2.789875,2.8243545,2.7747615,2.769515,2.6784805,2.804976,2.987084,3.127591,2.7915475
100132341,4.285887,3.602965,4.410049,4.170983,4.747537,4.581409,5.317794,4.207343,4.054411,3.487472
100132399,3.132552,3.18288175,3.15915725,3.02390125,3.08892725,2.97198675,2.988424,5.49054825,3.04677975,3.1275015
100132406,9.338754,9.347294,9.52716525,8.74926125,8.77413575,9.2331255,9.80804675,9.404651,9.094113,8.16886025
100132417,4.162853,4.781492,5.684652,6.68473,6.028129,5.706305,4.431176,4.943663,6.570568,6.804859
100132476,2.77056,2.796152,2.786584,2.563653,2.667674,2.708116,2.562092,2.612526,2.744318,2.60437
100132565,5.335418,4.635937,5.372547,4.402677,4.8452,4.516073,4.561855,4.909647,5.727131,3.901638
100132832,6.581654,5.63715725,6.53391475,5.437765,6.20258475,6.452971,6.88785075,6.41147175,6.74634825,6.455194
100132911,7.758516,6.691685,7.337027,6.927581,4.307784,8.129843,6.704809,8.030914,7.270064,6.88995
100132923,3.293933,2.999857,3.020926,2.737507,2.989055,2.845467,2.918861,3.056238,3.243647,2.810658
100132948,3.074222333,3.028101333,3.34124,2.863082667,3.123117333,2.940094,2.955843667,3.068445667,3.305068333,2.96104
100132979,5.335418,4.635937,5.372547,4.402677,4.8452,4.516073,4.561855,4.909647,5.727131,3.901638
100133046,3.0718805,3.17724,3.261325,3.139625833,3.1884555,3.167230833,3.214439833,3.2450495,3.3248475,3.140150167
100133121,3.074222333,3.028101333,3.34124,2.863082667,3.123117333,2.940094,2.955843667,3.068445667,3.305068333,2.96104
100133171,2.7031125,2.933945,2.9046725,3.6317085,2.923948,2.939026,2.8848805,3.1075465,2.983116,2.8462345
100133220,8.23364,7.741544,9.277189,6.720764,7.326901,7.933783,7.998229,8.181899,9.072386,5.819304
100133941,10.12171083,9.966314667,10.0411285,10.342641,11.03334383,9.416339333,10.43632817,10.17245,10.39439467,9.840643167
100134409,2.976168,3.109939,3.152962,3.045799,2.955515,2.875723,3.162355,3.412822,3.203759,3.020626
100134444,2.863291,3.314075,2.778161,2.718792,3.061921,2.776407,2.810085,3.105755,2.950414,3.107998
100134713,3.724235,3.720603,4.334213,4.593865,4.227433,4.065554,4.309391,4.434323,4.471995,3.776042
100134822,3.313158,2.914232,3.110388,3.14332,3.15576,3.25488,3.300806,3.390202,3.284022,3.183222
100134938,5.582097,4.7238875,5.1581135,5.092442,5.0869845,5.213747,6.307074,4.83187,5.5157875,5.13973
100137047,4.216728,4.405221667,4.460920667,4.135169,3.824919333,4.323356667,4.614760667,4.011077333,5.052220333,3.687913
100137049,4.216728,4.405221667,4.460920667,4.135169,3.824919333,4.323356667,4.614760667,4.011077333,5.052220333,3.687913
10014,4.797704,4.708916,5.544913,5.505208,6.113195,4.475818,5.128576,5.313924,5.904183,5.542154
100142659,5.861688,4.8410655,5.0743405,5.1261435,6.779745,4.091097,6.7923085,5.1330785,5.943183,4.6552945
10015,8.602921,9.192959,8.127408,9.342367,8.585587,9.141794,8.831734,8.525134,9.185084,9.675829
10016,7.893131333,6.518528333,8.075394333,6.684592667,7.260922333,7.698254667,7.997075,7.422407,7.69797,6.093432
10017,3.515704,3.214432,3.387927,3.207355,3.546231,3.101633,3.379584,3.5736,3.324705,3.234749
10018,2.953969,3.3220635,3.308127,3.3752685,3.24068,3.2533355,3.367482,3.2193125,3.1015755,4.1382045
100188893,10.863267,10.470279,10.993628,11.753579,11.496726,10.155764,10.952667,10.468202,11.038394,10.648155
10019,5.607332,6.512728,6.061126,6.301935,6.390885,6.464249,6.530717,6.157506,6.412106,6.290223
1002,3.011408,2.810641,2.9913325,2.998157,2.9700805,3.022155,3.005169,2.9284565,3.003988,2.7222085
10020,3.749709,5.096765,4.73338,3.976001,3.628816,4.435167,3.969244,4.285803,3.10117,4.773982
10021,3.211844,3.29813,3.357174,3.297208,3.51968,3.444307,3.728661,3.50085,3.678185,3.565693
10022,3.119536,2.75953,2.918048,2.904144,2.869341,2.696714,3.014453,3.097212,3.10788,3.116251
10023,4.186329,5.628071,4.676387,5.295935,5.769236,4.86093,4.390583,4.745799,5.185492,3.924491
10024,6.305149,4.842858,6.116331,5.467639,6.68022,4.729917,6.428377,4.541527,5.095571,4.955467
10025,4.4998762,4.5588358,4.7862964,4.7796808,4.7787444,4.4770242,4.2846682,4.8112514,4.9438946,4.5925686
10026,7.163581,6.837121,7.249484,5.920313,7.760336,6.695783,6.999959,6.930514,6.3317,7.600139
100271836,3.561087,3.4925285,3.663084,3.4943565,3.7715025,3.719876,3.618994,3.212623,3.4156765,3.8477105
100271849,3.156011,2.846692,3.232903,3.134422,3.314457,2.997841,3.098825,3.029595,3.472184,3.237042
100271927,4.140163333,3.922701,4.83988,3.541230333,4.140349667,4.161586,4.935425667,4.212700333,5.034551333,3.836123
100272147,6.622057,5.758952667,6.627947333,6.56525,6.631388,5.827489,6.135539,7.417384,7.001840333,6.728725333
100272216,7.723347,6.568389,7.077616,5.285648,7.035967,6.843438,6.687625,7.298801,6.683427,3.667979
100272228,4.581924,4.100245,4.928296,4.238124,4.63931,5.283226,5.00575,4.260579,5.636674,3.535131
100287163,2.756684,2.666823,2.860299,2.882084,2.958541,2.751732,3.035491,3.142906,2.766243,2.985511
100287387,2.85835,2.960678,2.791533,2.898321,2.840556,2.966941,2.780981,2.875931,2.74887,2.848774
100287515,7.162448,5.53498,6.890711,6.025765,6.417364,6.435409,6.9064,5.620277,6.148738,5.804238
100287534,2.806052,3.329767,3.286576,3.117083,3.457529,3.264506,3.080424,3.116921,3.163812,3.208517
100287576,2.914598,3.123273,3.293236,2.956196,3.03097,3.167797,3.349493,3.162023,3.370544,3.123646
100287590,3.40908,3.601351,3.363786,3.466528,3.942282,3.758289,3.45352,3.515687,3.767871,3.649207
100287932,6.4778585,6.398414,6.342946,7.168696,6.502629,6.5794105,5.248275,6.0841395,6.060621,8.196898
100288069,3.313158,2.914232,3.110388,3.14332,3.15576,3.25488,3.300806,3.390202,3.284022,3.183222
100288142,8.113337,8.102585,8.242022,7.244409,7.373243,8.073417,8.535642,8.402979,7.809931,7.327145
100288332,9.8390375,9.421679,10.6693315,9.715044,9.403557,9.862663,10.214536,9.919489,10.163846,9.4936885
100288355,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288398,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288413,3.771531,3.178259,3.429113,3.735689,3.276826,3.172945,3.514295,3.171915,3.689754,3.30741
100288433,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288494,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288570,4.336306,4.702993,4.497282,5.547523,4.443632,4.175485,5.635345,4.87237,5.948517,4.51621
100288593,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288594,3.034615,3.02189,3.257083,3.295285,3.525147,3.158195,3.29949,3.511827,3.238471,2.987973
100288657,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288687,3.5334735,3.440981,3.561946,3.6421515,3.559218,3.59361,3.6149755,3.946133,3.7923255,3.390324
100288974,2.997692,2.966309,2.940504,3.101676,3.007731,2.770703,2.673086,3.225087,3.377742,2.850937
100289087,2.903833,3.178107,3.255596,2.872193,3.112296,3.219467,2.9683,3.006057,3.348604,2.916231
100289097,7.076448,7.2567875,6.2592335,7.068586,6.8286785,7.0950395,7.3794995,7.046121,7.3857445,7.4919905
100289255,2.849635,2.942555,2.90787,2.888554,2.890022,2.86843,2.767827,2.98271,3.190877,3.008691
100289410,4.901103,3.842587,5.768981,3.5934,2.981161,5.267682,3.814079,4.211394,6.156349,5.881059
100289462,3.595546,3.385915,3.903515,3.992152,5.201582,3.696325,4.685061,3.417362,3.60788,4.580844
100289473,3.426758,3.13522,3.405328,3.215042,3.296454,3.271328,3.121355,3.379801,3.609827,2.803352
100289678,5.429446,4.718169,5.728206,5.9801245,5.18315,5.077558,5.5080315,5.9682245,5.734685,4.4603625
100290481,5.209553,4.2626845,4.6192875,6.0144095,5.0516745,4.8958365,5.0142685,6.967524,4.236686,6.19905
100291699,3.586709,3.183948,3.415892,3.492173,3.474371,3.263282,3.377829,3.609907,3.723158,3.124832
100292669,2.976168,3.109939,3.152962,3.045799,2.955515,2.875723,3.162355,3.412822,3.203759,3.020626
100293516,7.690497,7.025833,5.09164,7.4262,6.634388,6.86097,7.11612,6.268486,6.13921,5.58013
100293534,9.18265,8.7144285,9.8591445,7.1783865,7.812844,9.311833,9.028541,7.8847645,9.3956995,5.207289
100294033,6.24002175,6.26532025,5.87589,6.95255375,6.10223125,6.1584765,6.758704,5.4007785,5.84401125,5.2418805
100294145,3.184598,2.957319,3.407025,3.048958,3.222042,3.207728,3.122088,3.055295,3.683437,2.94745
100294341,4.686594,3.647557,6.537211,4.407709,4.11394,4.547747,5.506642,3.810269,4.35083,3.804273
1003,3.744477,5.494156,3.878457,4.000095,3.227217,4.344232,3.96303,3.994279,3.947184,3.714271
100302138,7.334663,6.856825,6.8673095,6.8288895,6.5403155,7.1053165,7.51698,7.1870285,7.5308575,8.06669
100302143,11.8117,11.61424,12.04679,12.02706,11.53941,11.95308,11.52481,12.06163,11.94949,11.74445
100302168,5.2359275,4.924709,4.728928,5.258878,5.063506,5.009896,5.2230575,5.4284065,4.8410945,4.310759
100302185,3.024527,3.005572,3.172076,3.053467,3.1214225,3.2051925,2.9149355,3.3077355,3.319338,2.922511
100302196,6.006948,5.530005333,6.966346,6.344245667,5.727901667,5.597173667,5.993393333,6.094507667,7.349065,5.482691333
100302197,5.09459425,4.67185375,5.10657175,4.838216,5.293273,5.2129275,5.084995,4.39692425,4.8524845,4.8153655
100302240,7.53795,8.243686,8.742123,8.860574,8.861158,8.741617,8.476126,8.853212,9.200141,7.377733
100302242,8.827089,8.557491,8.89596,8.09904,8.720523,8.263124,8.645768,8.192795,8.87825,9.408335
100302254,9.906591,10.71393,11.067384,11.036476,10.301327,10.386845,10.338773,9.714134,11.062712,10.778095
100302263,5.085904667,5.263998667,5.545946333,5.465109667,6.482304,5.887825,5.538448333,6.581848,3.994317667,7.050327
100302274,5.722875,4.555419,5.736016,4.820113,5.144559,4.166212,5.996746,4.541512,4.115682,4.452741
100302285,12.14774667,11.26216933,11.95795567,11.69990633,11.65664367,11.278371,11.67696467,11.271295,11.88338233,11.51886833
100302736,6.348729,7.38838,6.9346615,6.5574205,6.7362825,7.7091375,6.8159025,7.0586625,7.4199425,7.1661475
100303453,4.0940455,3.793524,4.0872105,3.3780695,3.713143,3.436811,3.976358,3.493565,3.7858715,3.2499445
100316904,4.06478,3.358328,3.902101,4.095006,4.021875,3.8726845,4.234614,3.684183,3.900789,3.638953
10036,5.011533,4.648324333,5.251695667,4.980439333,5.221954,4.696169,4.944493667,4.808449667,4.787122667,5.217863
100379661,2.754038,2.607994,2.596035,2.832098,2.712834,2.840042,2.653503,2.898159,3.122405,2.755232
10038,6.938971667,7.712301667,7.016360333,6.101804667,5.494788333,5.440522667,6.400050333,4.784314667,6.140877333,7.708880667
10039,3.658389,3.625478,4.350949,3.906988,3.830604,4.365689,4.018305,4.103564,4.135509,5.284282
1004,5.9285074,5.7824708,6.6146532,5.5512476,5.2396692,7.089861,5.9039728,5.6054724,5.9052092,4.9376102
10040,8.503733,7.134941,7.769307,7.346872,7.651505,7.433586,7.661427,6.975873,5.704461,9.146823
10042,6.459331,6.1197825,6.3036565,6.2329425,6.1319305,5.5284075,6.1598605,7.1641835,6.2160195,6.2119595
100422832,4.030634,4.21676,4.67414,4.611531,4.908844,4.636919,4.324591,5.431311,4.902731,4.471714
100422872,12.14774667,11.26216933,11.95795567,11.69990633,11.65664367,11.278371,11.67696467,11.271295,11.88338233,11.51886833
100422885,12.14774667,11.26216933,11.95795567,11.69990633,11.65664367,11.278371,11.67696467,11.271295,11.88338233,11.51886833
100422899,4.030634,4.21676,4.67414,4.611531,4.908844,4.636919,4.324591,5.431311,4.902731,4.471714
100422952,6.983599,6.056152,6.954393,5.592423,6.683989,6.918026,6.781316,6.725099,7.588585,7.089046
100422961,4.176307,3.278188,4.764799,3.879714,4.184954,3.884798,3.652465,3.271438,4.096794,3.52768
100423004,4.176307,3.278188,4.764799,3.879714,4.184954,3.884798,3.652465,3.271438,4.096794,3.52768
100423031,3.030988,3.036721,3.433347,3.06794,3.556092,3.444854,3.06431,2.982205,3.092807,3.065926
100423062,3.279444,3.160313,3.722623,4.176676,3.420544,3.71772,3.367952,4.650178,3.218954,4.900545
10043,3.758589,3.382895,3.340647,3.864575,4.121566,4.003367,3.583684,3.975151,3.894657,3.524104
10044,2.646577,2.78651,2.883007,2.643616,2.966553,2.732929,2.788156,2.806026,2.858204,2.700175
10045,3.7365745,3.4349805,3.852449,3.595459,3.3515785,3.802782,3.577411,3.9122895,3.876512,3.4710905
10046,5.121236,5.964045,5.503756,4.222742,4.822633,4.580766,4.753836,5.510499,5.737998,4.47667
100462953,2.92933,3.203891,3.155045,3.503403,3.428764,3.81889,3.363839,2.869983,3.559824,2.891346
10047,2.973843,3.048982,2.684986,2.931588,2.749724,3.066954,2.823266,2.941556,3.135256,2.75014
10048,7.473481,6.780106667,6.592785,6.243002667,6.896930667,6.868719333,6.719802,6.905417,6.398914667,7.258129
10049,6.465882333,6.844233,6.024809,7.515754667,6.086294333,6.899012667,6.11407,6.151295667,6.647864,6.957376667
100499177,6.171145,5.246223,7.390998,7.028177,6.756949,6.864503,7.170693,7.568147,7.573351,7.830836
1005,2.81002,2.924226,2.980493,2.699134,2.837997,3.126497,2.907527,2.750811,2.890359,2.949347
10050,3.074905,2.878027,2.93072,2.776107,2.795405,2.677199,3.016222,2.952869,2.783376,2.725474
100500804,10.98198,11.99526667,11.85018667,11.83332,12.18756333,12.00850333,11.68128333,12.41168667,12.15817,12.15623333
100500808,5.078302,5.064984,4.981477,4.889046,4.746868,4.596307,4.801476,5.186401,4.744946,5.040564
100500810,9.4729295,8.8360395,9.1122665,9.1434515,9.5126805,8.837926,9.506492,8.6919475,8.873903,9.832191
100500832,6.090289,6.106364,6.549589,6.560436,6.426443,5.161886,6.566843,5.599013,6.030331,7.331413
100500840,6.727472,8.238947,7.928504,7.57618,7.508315,7.835065,6.746004,8.50039,7.205352,8.045555
100500842,9.9379565,10.221066,10.226271,10.180924,10.5488335,10.213798,10.4879365,9.960343,10.2381915,9.124911
100505385,6.993233,5.339323,5.384213,6.168952,5.292091,6.740441,5.037454,5.890806,5.896832,6.585357
100505494,5.614848,4.844232,5.408619,5.171285,5.549918,5.617063,5.655364,4.891925,5.399847,3.770236
100505498,2.897543,2.7911065,3.0328745,2.9057715,2.916657,2.869444,2.8931955,2.91192,2.8746405,2.9615
100505503,11.54868,12.26675333,12.20026333,12.01905333,12.18197,12.09628,11.58550667,12.43468,11.97362,11.87744
100505534,2.772481,2.651822,2.655045,2.775251,2.828193,2.771302,2.608618,2.573878,2.87083,2.739014
100505650,9.909892,8.9148235,8.645224,8.798082,9.64701,8.1689935,9.976244,9.76453,9.75194,6.9005185
100505729,7.213872,6.573585,7.140264,6.783256,6.786437,6.75044,6.52306,7.689636,7.308817,6.215824
100505741,3.09281,2.857815,2.940895,2.80915,2.939696,2.812483,3.275504,2.976092,2.920342,2.766702
100505761,3.801113,3.7123225,5.0622765,3.4800845,4.2181945,3.8182555,3.6281325,3.6314785,4.9883465,5.265589
100505828,10.023916,10.918122,9.421336,9.739532,9.288963,9.688063,9.973712,9.767504,9.116055,10.34478
100505879,2.942651333,2.899984333,3.123207667,3.121420667,3.540057,3.004787667,3.084824333,3.052835,3.137065667,2.959635
100505915,2.900227,3.095616,3.070475,2.868101,3.182848,2.94606,3.23502,2.929962,3.1799,2.79483
100505933,3.1565905,3.114392,3.06377,3.1337335,3.063995,3.095696,3.095967,3.20089,2.971088,3.0477885
100505991,5.949508667,6.232021667,5.785767333,5.893889,6.457897667,5.516098333,5.826778333,5.650349333,5.686627,6.104220667
100506070,3.89853,3.333392,3.663509,3.310856,3.375716,3.241723,3.683159,4.248256,3.876458,3.260343
100506076,5.99958,3.780689,5.063766,4.188431,4.852808,4.498625,5.556099,4.589558,4.895866,3.371176
100506084,3.9419765,3.409307,4.875265,3.740576,3.4943865,3.930409,4.260973,3.362155,3.919161,3.3547715
100506123,5.99958,3.780689,5.063766,4.188431,4.852808,4.498625,5.556099,4.589558,4.895866,3.371176
100506124,3.315494,3.121645,3.077812,3.161185,2.939001,3.254944,3.827785,3.300218,3.135256,3.127902
100506144,7.58981,7.639013,7.746962,6.822546,7.705702,7.115383,8.4961,7.474323,7.434341,8.61474
100506164,3.256609,3.029805,3.270661,3.154928,3.575868,3.195853,3.700611,3.245064,3.738393,3.370136
100506190,4.20804,3.343447,3.6570775,3.517085,3.723424,4.1167855,3.308967,3.7825185,3.557697,3.8289885
100506248,12.14774667,11.26216933,11.95795567,11.69990633,11.65664367,11.278371,11.67696467,11.271295,11.88338233,11.51886833
100506282,3.833976,3.793503,4.385967,3.631211,4.747191,4.040869,4.648502,4.495349,4.839944,3.358652
100506403,3.576066455,3.604476636,3.611567,3.646323545,3.362359091,3.709546091,3.455461909,3.689027091,3.774061364,3.176916909
100506453,4.2666845,4.3147645,3.7739025,4.023883,3.1643275,4.406458,3.879249,4.541041,3.6305485,3.842289
100506454,2.914598,3.123273,3.293236,2.956196,3.03097,3.167797,3.349493,3.162023,3.370544,3.123646
100506469,4.932201,4.941262,4.804966,4.82748,5.275844,5.698767,6.01805,5.760793,5.930788,5.28606
100506558,8.149111,9.49301,9.265411,7.263674,8.302238,4.916395,7.972108,7.193915,9.012276,6.669136
100506581,3.6982175,3.8252335,3.632817,3.9917355,3.7345095,3.8897685,3.4261055,3.4745725,3.6590045,4.488042
100506603,3.595546,3.681572,3.782706,3.520793,3.829823,3.690505,3.707223,4.037835,3.813279,3.897571
100506639,6.2944875,6.077622,6.177868,6.0836935,5.9350005,6.2826425,6.593393,6.2403295,6.258357,7.164638
100506658,3.649335,4.659285,4.003955,4.45875,5.044348,4.246884,4.148345,5.007937,3.679436,4.307668
100506699,2.840545,2.685212,2.747342,2.599327,2.727501,2.643201,2.764917,2.824857,2.611185,2.460372
100506718,4.933441,7.4914995,3.6318935,5.7614365,4.4603935,5.6296445,5.218475,4.8449885,4.711796,3.8075905
100506759,7.028111,7.033048,6.915102,5.666225,7.159296,6.618647,8.909426,7.538888,7.318706,7.716367
100506863,3.447164,2.524472,2.953629,2.900852,3.124065,3.128837,4.043564,3.360213,2.916977,2.672047
100506898,3.8722965,3.139097,3.3530625,3.4155965,3.4327335,3.1656195,3.237752,3.1957635,3.2587425,3.486764
100506948,5.324875333,4.731039333,4.646446,4.576784,3.991104667,5.301731333,3.384722333,3.614963,4.757844667,5.247885
100506963,4.428784,4.745339,5.164237,4.389332,3.561687,4.902941,5.224069,4.512061,6.890093,6.704768
100507009,3.690034,3.881749,4.202987,3.466956,3.991839,3.843924,4.033933,3.589953,3.705119,3.541184
100507113,9.497459,8.612554,9.584129,8.55246,8.910054,8.323116,8.721082,8.108486,8.889403,7.617959
100507217,3.18362,3.114652,3.150641,3.012847,3.363647,3.023445,3.051064,3.003975,3.332157,2.983882
100507249,2.691088,2.737877,2.945725,2.928934,2.837867,2.625078,2.72742,2.885889,2.828426,2.781494
100507319,8.601713,8.013312,7.870996,7.456207,4.512173,8.12302,7.821682,8.528461,8.617238,8.009878
100507331,3.766224,3.768525,5.205341,3.972855,3.645881,4.118969,3.656637,3.902119,4.473833,3.637219
100507387,3.522431,4.235862,4.7555935,3.537435,4.144883,3.3419275,3.8362065,4.7475735,3.9231405,5.1409005
100507388,3.063088,2.851413,3.087004,2.72643,2.994131,2.710154,2.773057,2.885501,3.031045,2.731611
